iter	Logloss
239	0.3092069043
240	0.3089327589
241	0.3085493755
242	0.3082344818
243	0.3080710942
244	0.3079376701
245	0.3075505469
246	0.306847659
247	0.3066315665
248	0.3062346819
249	0.3059180412
250	0.3056951756
251	0.3054305898
252	0.3052543418
253	0.3048277337
254	0.3045734925
255	0.30409999
256	0.3039279858
257	0.3037028507
258	0.3030925242
259	0.3027567582
260	0.3025592021
261	0.3024455652
262	0.302041812
263	0.301735889
264	0.3014644432
265	0.3008107078
266	0.3001751773
267	0.3000208167
268	0.2994722817
269	0.2993252532
270	0.2988684403
271	0.2985337471
272	0.2981916489
273	0.2976731834
274	0.2975883117
275	0.2973173069
276	0.2970601923
277	0.2967923491
278	0.2965043811
279	0.2961546962
280	0.2959386212
281	0.2957242365
282	0.2952424454
283	0.2950375486
284	0.2947792495
285	0.2945707657
286	0.2944272272
287	0.2941890945
288	0.293979267
289	0.293584383
290	0.2929863818
291	0.2927516199
292	0.292401171
293	0.2918751352
294	0.2917289017
295	0.2915054171
296	0.29133178
297	0.2911724082
298	0.2909761861
299	0.2907907125
300	0.2902574325
301	0.2897917619
302	0.2894480421
303	0.289047495
304	0.2888770139
305	0.2884266019
306	0.2878790082
307	0.287555079
308	0.2870886001
309	0.2866053486
310	0.2861623209
311	0.2859386442
312	0.2856396156
313	0.2852677051
314	0.2850541257
315	0.2848678149
316	0.2845895802
317	0.2843443341
318	0.2838930184
319	0.2837174603
320	0.2831132871
321	0.2828844832
322	0.2826466945
323	0.2824899015
324	0.2821878455
325	0.2819084196
326	0.2814775051
327	0.2814011674
328	0.2812708062
329	0.2810430895
330	0.280857299
331	0.2807685
332	0.2805990036
333	0.2803154988
334	0.2800266347
335	0.2798281657
336	0.2795701933
337	0.2794607679
338	0.2791330763
339	0.2789674704
340	0.278874844
341	0.2787752611
342	0.278572784
343	0.2784310047
344	0.2782858355
345	0.2779910632
346	0.2771483841
347	0.2767608167
348	0.2766590793
349	0.276424176
350	0.2761386426
351	0.2759419365
352	0.2757954414
353	0.2753404304
354	0.2751582493
355	0.274877497
356	0.2747568797
357	0.2745634493
358	0.2741666133
359	0.2739834983
360	0.2737156461
361	0.2735590356
362	0.2733089939
363	0.2731042718
364	0.2726930782
365	0.2723597238
366	0.2719675248
367	0.27170203
368	0.2713832801
369	0.2711099671
370	0.2709193955
371	0.2707140178
372	0.2704557193
373	0.2701607443
374	0.2700049001
375	0.2698916293
376	0.2697530782
377	0.2695695668
378	0.269435827
379	0.2693786575
380	0.2692351461
381	0.2690976006
382	0.2687394608
383	0.2686407834
384	0.2684397658
385	0.2681044273
386	0.2676252708
387	0.2672013259
388	0.2670032074
389	0.2668520512
390	0.26661272
391	0.266453257
392	0.2663383649
393	0.266011177
394	0.2658337801
395	0.2656262932
396	0.2654866629
397	0.2651236373
398	0.2647926393
399	0.2643340315
400	0.2642490499
401	0.264052045
402	0.2633979381
403	0.263206765
404	0.2630524198
405	0.2628925292
406	0.2623634678
407	0.262083716
408	0.2619480627
409	0.2617236099
410	0.2615826712
411	0.2609179438
412	0.2608475816
413	0.2605975544
414	0.2600529436
415	0.2599934752
416	0.2597619955
417	0.2594209134
418	0.2591248221
419	0.2587701986
420	0.2584302202
421	0.258297778
422	0.2581963336
423	0.2579405925
424	0.2577524116
425	0.2575716972
426	0.2574236589
427	0.2571700295
428	0.2570209426
429	0.2568647478
430	0.2567538599
431	0.256224066
432	0.255898245
433	0.2557146211
434	0.2553345698
435	0.2551684366
436	0.2550998764
437	0.2549612602
438	0.254832166
439	0.2547477941
440	0.2544969195
441	0.2542512137
442	0.2542011379
443	0.254028508
444	0.2537612808
445	0.2536053314
446	0.2535161545
447	0.2532472838
448	0.2529196738
449	0.2528523179
450	0.2527174028
451	0.2522712822
452	0.2520004768
453	0.2515838363
454	0.251384371
455	0.2511968596
456	0.251054437
457	0.2507436067
458	0.2504666718
459	0.2503863624
460	0.2502732622
461	0.2501682007
462	0.2500531201
463	0.2499529845
464	0.2496895195
465	0.2493288246
466	0.2489207217
467	0.2487773657
468	0.2486201015
469	0.2484945667
470	0.2483994123
471	0.2482127826
472	0.2479734285
473	0.2478723242
474	0.2476807942
475	0.2474695532
476	0.2473409498
477	0.2469647806
478	0.2465993306
479	0.2465125179
480	0.2464117095
481	0.2463578669
482	0.2458996483
483	0.2456709612
484	0.2455298206
485	0.245387536
486	0.2451610858
487	0.2448448812
488	0.2445811428
489	0.2444640793
490	0.2443634757
491	0.2442142641
492	0.2441622493
493	0.2438447677
494	0.2436372755
495	0.2433408879
496	0.2431512968
497	0.2430733905
498	0.2430264326
499	0.2426405912
500	0.242577766
501	0.2424071891
502	0.2423057791
503	0.2420580514
504	0.2418817435
505	0.2417914
506	0.2417275664
507	0.2415865811
508	0.2413697455
509	0.2412077149
510	0.2410528378
511	0.2408142617
512	0.2407645608
513	0.240603999
514	0.2404882528
515	0.2402666673
516	0.2401129792
517	0.2399537279
518	0.239692554
519	0.2395118908
520	0.2394606267
521	0.2393969407
522	0.2392832899
523	0.2392079254
524	0.2390016551
525	0.2388140741
526	0.2384684262
527	0.2383566065
528	0.2381350857
529	0.2380680484
530	0.2377865377
531	0.2375259717
532	0.2373582385
533	0.2371253424
534	0.2369858187
535	0.2368863664
536	0.2367954014
537	0.2367432435
538	0.2365382843
539	0.2363544495
540	0.2359868918
541	0.2359269
542	0.2354607425
543	0.2352380152
544	0.2350553836
545	0.2349451952
546	0.234768783
547	0.2344919362
548	0.2343912468
549	0.2342150284
550	0.2340379965
551	0.2336940051
552	0.233293057
553	0.2329047134
554	0.2328531945
555	0.2325952696
556	0.2323862901
557	0.2321975793
558	0.2319554938
559	0.2317173232
560	0.231527022
561	0.2312190082
562	0.2310813866
563	0.2307128757
564	0.2306203503
565	0.2304540647
566	0.2302809775
567	0.2301312641
568	0.2298651324
569	0.2296777489
570	0.2295688468
571	0.2292852767
572	0.228781628
573	0.2286336702
574	0.2284240104
575	0.2283721239
576	0.2281970601
577	0.2280181029
578	0.2279193632
579	0.2278175367
580	0.2274866961
581	0.2273592232
582	0.2272780985
583	0.2271208754
584	0.2268596883
585	0.2266598677
586	0.226614389
587	0.2264960927
588	0.2263498047
589	0.226252766
590	0.2260331335
591	0.2259098558
592	0.2256818847
593	0.2254363133
594	0.2252533785
595	0.2251703129
596	0.225096442
597	0.2249220669
598	0.2248480503
599	0.2245876609
600	0.2244253487
601	0.2242988751
602	0.2241498483
603	0.2240544582
604	0.2237738243
605	0.2235833901
606	0.2234354456
607	0.2231869531
608	0.2231045681
609	0.2229360875
610	0.2228419924
611	0.2225786511
612	0.2223275562
613	0.2221630393
614	0.2219830108
615	0.2219110365
616	0.2216940226
617	0.2214684941
618	0.2211420619
619	0.220826095
620	0.2206266252
621	0.2203836078
622	0.2202466863
623	0.2201352138
624	0.2200663202
625	0.2200113334
626	0.2198518647
627	0.2197859424
628	0.2197075811
629	0.2196482117
630	0.2196176618
631	0.2194349371
632	0.219348123
633	0.2192479563
634	0.2189634608
635	0.2187857152
636	0.218568222
637	0.2183651525
638	0.218242472
639	0.218109216
640	0.2178027085
641	0.2176513421
642	0.2174120742
643	0.2172543386
644	0.2167862235
645	0.2165836102
646	0.2164814279
647	0.2163991253
648	0.2161965527
649	0.2160575233
650	0.2159116586
651	0.2158949512
652	0.2158480302
653	0.2157611025
654	0.2153926393
655	0.2151532795
656	0.2149837389
657	0.2148504554
658	0.2147344196
659	0.2145564615
660	0.2142116715
661	0.2141513611
662	0.213803868
663	0.2137357492
664	0.2136076325
665	0.213438487
666	0.213179702
667	0.2130410842
668	0.2129396325
669	0.212904619
670	0.2126099307
671	0.2124339956
672	0.2123561378
673	0.2123153959
674	0.2122838081
675	0.212070375
676	0.2118875609
677	0.2115729747
678	0.2114903293
679	0.2113598426
680	0.2112137121
681	0.2110133562
682	0.2108575469
683	0.2107765738
684	0.2105067631
685	0.2102921632
686	0.2101766607
687	0.2100257465
688	0.2099672685
689	0.209793
690	0.2095154018
691	0.2094749434
692	0.2093783639
693	0.2090647914
694	0.2089422505
695	0.2088430173
696	0.2087014654
697	0.2085638856
698	0.2083506847
699	0.2082817932
700	0.2079988689
701	0.2078908072
702	0.2077825495
703	0.2076912683
704	0.2075202715
705	0.2071732884
706	0.2069843793
707	0.2067651031
708	0.2066988044
709	0.2066062774
710	0.2065170997
711	0.2064356533
712	0.2063791257
713	0.2062249969
714	0.2061444634
715	0.2060677561
716	0.2058452535
717	0.2057493541
718	0.205672812
719	0.2055741855
720	0.2053946683
721	0.2048998741
722	0.2046643807
723	0.2044645669
724	0.2043606097
725	0.2042244267
726	0.204047263
727	0.2039636666
728	0.2038781498
729	0.203731509
730	0.2035593918
731	0.2034578829
732	0.2031984247
733	0.2029734732
734	0.2027349581
735	0.2027143919
736	0.202467528
737	0.2022930092
738	0.202250679
739	0.2018656564
740	0.2016101819
741	0.2015164881
742	0.2014550176
743	0.2012310125
744	0.2009752819
745	0.2008031816
746	0.2006299956
747	0.200484285
748	0.2002865862
749	0.2002733728
750	0.2002305394
751	0.2000302462
752	0.1997144149
753	0.1995311362
754	0.1994110645
755	0.1993720327
756	0.1992616355
757	0.1990728202
758	0.1990120902
759	0.1989422267
760	0.1988837264
761	0.1987437312
762	0.1986363105
763	0.198454334
764	0.1983402545
765	0.1982433285
766	0.1981903454
767	0.1980415289
768	0.1979439391
769	0.1978593533
770	0.1977404789
771	0.1975260071
772	0.1974016482
773	0.1972205715
774	0.1969645268
775	0.1968032086
776	0.1966652255
777	0.1966176991
778	0.1963866821
779	0.1961087787
780	0.1959797353
781	0.1958390675
782	0.1957514588
783	0.1957024484
784	0.1954768698
785	0.1952875955
786	0.1951879858
787	0.1950168362
788	0.1949025785
789	0.1948143233
790	0.1946367997
791	0.1945180315
792	0.1942546598
793	0.194155784
794	0.1940236079
795	0.1938665796
796	0.1937633144
797	0.1936480735
798	0.1935189782
799	0.1932918203
800	0.1932496641
801	0.1931741822
802	0.1928333573
803	0.1926844385
804	0.1925839216
805	0.1924492684
806	0.192382562
807	0.192289353
808	0.1922061105
809	0.1921647392
810	0.1920375687
811	0.1920265003
812	0.191923318
813	0.1917916305
814	0.1916470329
815	0.1915324104
816	0.19134579
817	0.1912894595
818	0.1911018007
819	0.1909364658
820	0.1908262656
821	0.1907171936
822	0.1906554885
823	0.1906202193
824	0.1904363471
825	0.1903305788
826	0.1901528263
827	0.1898833096
828	0.1897254459
829	0.1895298405
830	0.1892006925
831	0.189028727
832	0.1889222886
833	0.1888328552
834	0.1886706034
835	0.1885338863
836	0.1884782033
837	0.1884417084
838	0.1882928898
839	0.1881344991
840	0.1880604197
841	0.18798904
842	0.1879165324
843	0.1877077668
844	0.1874586623
845	0.1873609594
846	0.1873015409
847	0.187222418
848	0.1871732111
849	0.187085409
850	0.1868666605
851	0.1868030162
852	0.1865842595
853	0.1863473223
854	0.1861435537
855	0.1859775787
856	0.1858270909
857	0.1857026314
858	0.1856279916
859	0.1855915578
860	0.1855665194
861	0.1854845867
862	0.1854378206
863	0.1853400136
864	0.185313075
865	0.1848707351
866	0.1845782082
867	0.1845142316
868	0.1842279164
869	0.1840358468
870	0.1838264557
871	0.1837340077
872	0.1836557087
873	0.1836211216
874	0.1833297818
875	0.1832604108
876	0.1831950366
877	0.1828279415
878	0.1827379007
879	0.1826528776
880	0.1823414488
881	0.1821993726
882	0.1821414696
883	0.1820788903
884	0.1819406395
885	0.1817672742
886	0.1815726289
887	0.1814690302
888	0.1811880376
889	0.1810261339
890	0.180619277
891	0.18051233
892	0.18046249
893	0.1803357046
894	0.1802872585
895	0.1802621097
896	0.1801591383
897	0.1800741309
898	0.1800024605
899	0.1798958381
900	0.1798407411
901	0.1796124135
902	0.1794936324
903	0.1794398397
904	0.1793751856
905	0.1792973921
906	0.1792294446
907	0.1791717513
908	0.1790110784
909	0.1788050893
910	0.1787911601
911	0.1786620166
912	0.1785981121
913	0.1783987335
914	0.1781511422
915	0.1781235111
916	0.1779893343
917	0.1778999845
918	0.1777796831
919	0.1776930106
920	0.177464048
921	0.1774429881
922	0.1772541853
923	0.1771344466
924	0.1770648308
925	0.1769539297
926	0.1767307316
927	0.1765914772
928	0.176512838
929	0.1763329482
930	0.1761724097
931	0.1759987089
932	0.1758297233
933	0.1755901264
934	0.1755069466
935	0.1754667551
936	0.1753481816
937	0.1753017431
938	0.1752560383
939	0.1752067947
940	0.1751557981
941	0.1750788009
942	0.174998261
943	0.1748866675
944	0.1748279215
945	0.1747390733
946	0.1746651102
947	0.1745361777
948	0.1744213253
949	0.1744067313
950	0.1743152354
951	0.1742548954
952	0.1741970914
953	0.1738023236
954	0.1736993765
955	0.1736465111
956	0.173594696
957	0.1734939923
958	0.17343014
959	0.1733893652
960	0.1732864417
961	0.173171486
962	0.1731016414
963	0.1729774484
964	0.1727553257
965	0.1724824205
966	0.1721304186
967	0.1718578944
968	0.1717899595
969	0.1717148198
970	0.1714876793
971	0.171445899
972	0.171393547
973	0.1711519871
974	0.1709180065
975	0.1708146725
976	0.1707021739
977	0.170549948
978	0.1704802905
979	0.1703592953
980	0.1701447042
981	0.1700209486
982	0.1698498272
983	0.1697658821
984	0.1696562483
985	0.1694585746
986	0.1692501195
987	0.1690987684
988	0.1689871151
989	0.1689420645
990	0.168801376
991	0.1687333103
992	0.1685958823
993	0.1684221291
994	0.1682174276
995	0.1680984137
996	0.1680302917
997	0.1678673781
998	0.1678143762
999	0.1677426443
